,Unnamed: 0,premise,text,stance
355,355.0,face masks,"PSA: If I can wear a mask for 7 hours of my shift, you can wear one for a couple hours shopping. 
Also, please wash and sanitise hands in stores. 
It's to keep you and staff safe. 
Thank you to those who follow the rules.
Stay safe. :v: 
#facemasks #wearamask ",1
4053,4053.0,school closures,"All the schools out there really waiting for someone to get the virus just to confirm this ""corona virus"" is real. There are LITERALLY children under the age of 5 that go to school",1
2677,2677.0,fauci,"Ok...so...Did I hear #DrFauci correctly??  They started developing a vaccine for #COVID19 IN JANUARY?? :face_with_raised_eyebrow: @realDonaldTrump Why was a vaccine in development if the #coronavirus was ""a hoax"" and if it was ""going to disappear??! :rage:",0
3720,3720.0,stay at home orders,:notes::arrow_forward:Calm down @DJSPINALL @mreazi On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
3446,3446.0,stay at home orders,:notes::arrow_forward:Chairman remix @sirme_saco #grahamd On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
437,437.0,face masks,@amyisfedup No i think the same thing. And that there selfish assholes. I dont want to take the chance of maybe causing someones death so i always wear a mask.,1
3992,3992.0,school closures,"How about instead of endangering children, you give some money to education and fix our schools' horrible technology infrastructure so they can do the same things from home.",1
2550,2550.0,fauci,@JoeBiden @realDonaldTrump exactly why you need to,0
3086,3086.0,stay at home orders,"@MartinBenLee1 Many scientists around the world (who are not being paid to lie) are saying that this is the worlds biggest over-reaction to a virus.
But Govts. have taken control of every aspect of life &amp; they are not going to relinquish this power unless we make them.
#nomasks",2
3458,3458.0,stay at home orders,@guardian Which means it will be mandatory next week.,0
2300,2300.0,fauci,"@DrDenaGrayson  Q: Can a version of the virus be redesigned to turn on itself and any other virus particles in its local area within humans/animal tissues, etc?  #NIH #coronavirus  #DrFauci  @NIAIDNews @ChrisCuomo #HopeFromHome",0
1458,1458.0,fauci,Donald trump has stripped Fauci of any bit of dignity he may had have left .....damm #CoronavirusUSA #DrFauci,1
733,733.0,face masks,@MahyarTousi I went shopping in a busy centre in Sussex.  No mask. I was kindly asked at one store entrance and I said I can't breathe with it on.  She smiled and let me in.  No one else bothered me. This needs to be the norm.  A few people without masks but there needs to be more .,2
2807,2807.0,stay at home orders,"Stay safe before staying alert! &amp; don’t be going to your local for a cheeky pint, even if people are acting like it’s over.............it ain’t x",1
346,346.0,face masks,@charliekirk11 People in the streets wear masks,1
1543,1543.0,fauci,"Testing for the coronavirus is like testing for STD’s. If you haven’t been exposed, you don’t qualify for testing. #silentkillers #stds #coronavirus #COVID2019 #StimulusChecks #SaveFauci",1
188,188.0,face masks,"@RhapsoDani I hope quarantine doesn’t mean you don’t get out for walks almost daily, which is good for you &amp; critical for kids; if you social distance it doesn’t present a serious risk. Those w underlying conditions should be able to get a KN95 mask, which protects the wearer ",1
867,867.0,face masks,"@BorisJohnson cases falling, deaths falling, yea let's really kill the economy and make face masks compulsory. Total idiot. ",2
427,427.0,face masks,"You'd think many people would be grateful for the masks.

#ugly #covid19 ",1
3052,3052.0,stay at home orders,"Do you realize that “15 days to slow the spread” is now 125 days!!! The #Scamdemic is over, the hospitals are not overwhelmed, death rates are very low, and recovery rate is 99.8% Yet here we are, locked down and masked 125 days later! #EndTheLockdown",2
3906,3906.0,school closures,"Oh, it’s going to be “a safe reopening of the schools.” 
 We can all stop worrying. Donald Trump says it will be safe, so it will be safe because he says so. When has he ever been wrong before?
 What is his strategy? That it will be safe. Simple. 

 #TrumpsAmerica",1
3504,3504.0,stay at home orders,@mchooyah Communism destroys optimism.,0
147,147.0,face masks,Wear.A.Damn.Mask.,1
713,713.0,face masks,"@Syd2231 Yeah, cause it be okay to whip out my AK-47, shoot at the clerk, because I don't wanna wear a f*cking mask. 

Cops took him into custody without murdering him.

Hmmm. Weird that black and brown people get killed over this.",2
3830,3830.0,school closures,"Several of my @SUNYRockland students are afraid &amp; anxious to be on campus. I told them I respect their concerns &amp; am OK with them going virtual, as long as the Chair &amp; Dean are notified. @SUNYChancellor @SUNY @rockhealth @InsideRockland @Rockland_News #COVID19",1
802,802.0,face masks,"How does anyone with a basic education not understand that most masks are ineffective against a virus with only 0.1 micron size? Masks are worn in fear of state governments, not the virus. #COVID ",2
1931,1931.0,fauci,How does #DrFauci know that #socialdistancing stops #coronavirus or any :microbe:? This is first time ever when humans do this experiment. Also how does he know that #StayHome works too? Are there studies say that these methods help to stop pandemics? I hear this for the first time.,2
4025,4025.0,school closures,THE ONLY ONES RUSHING TO OPEN UP SCHOOLS DON’’T GIVE A DAMN ABOUT THE KIDS OR EDUCATION. IT’S POLITICS,1
2241,2241.0,fauci,"@davidhogg111 @realDonaldTrump 145,333 deaths. 4,106,346  cases. Covid growing exponentially. Only 14.9% tested. STILL NO PLAN. 43 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",0
398,398.0,face masks,Like is it so hard to wear a fucking mask in a grocery store for the length of time you shop!! I have to wear mine for my entire 9 hour shift!! I’m so tired of yelling at customers that to put their mask on and the mask has to be covering their mouth and nose!!,1
4128,4128.0,school closures,"But now it’s ok to send them to school meanwhile #coronavirus it’s still infecting anyone

There’s no cure
No vaccine
No treatment 

&amp; something like #WearAMaskSaveALife is a fighting issue

Parents
Listen to
Science
Facts
Medical Experts

Your children depend on you",1
734,734.0,face masks,@abc3340 So damn hot &amp; humid...Who wants to don a sweaty comfort mask on vacation?! Too many Covid restrictions and mask policies. No thanks! #NoMasks,2
1093,1093.0,face masks,@Black_Blight @BreesAnna @BritainFree @simondolan Why did the government pay 80% of wages to people on furlough if they want destroy economy because they don’t its just idiots that been brainwashed by Kbf cult and when next big spike comes they are to blame when we have national lockdown again,0
1530,1530.0,fauci,"We want to hear the truth about the #coronavirus. We want to hear from #DrFauci.

#TruthMatters 
#ScienceMatters 
#FactsMatter",1
3127,3127.0,stay at home orders,"@badlifecutie @AlexoSandi @JoeySalads @usacitizens1776 @GovSisolak I did not create the meme, but, I like the analogy, not so much that image. I am DEEPLY disturbed by so much overreach by the Governors like @GovSisolak . So much of our #ConstitutionalRights being taken. No one questioning ANYTHING. #coronavirus #vegas ",2
3209,3209.0,stay at home orders,"@bayareahausfrau @GavinNewsom He's trying to force @realDonaldTrump into a huge bailout so he can look generous just in time for his reelection campaign in 22, while looking ahead to a #POTUS run in 24.
All about him.
#RecallGavin2020",0
604,604.0,face masks,"Just in shop, man said immediately U should be wearing mask, I said can I take your name &amp; details so I can invoice U any medical/counselling costs I get through #mentalheath implications,  never seen any1 move so fast, suddenly my nonmasking wearing wasn't so important",2
3129,3129.0,stay at home orders,"@diana4candor @GavinNewsom When the hell did ""let's pause for 2 weeks"" evolve into 100+ days of absolute idiocracy and ruining our economy? 
99.9% of the people who contract #KungFluHoax recover.
The media and #FauciIsAFraud have been lying for almost 4 months!!!",2
458,458.0,face masks,"There are rules &amp; protocols in place for a reason. I am grateful for the scientists, doctors &amp; other experts that are way smarter than me making these calls to stop the spread. I am happy to wear a mask if there’s any chance it will protect others. It’s that simple",1
353,353.0,face masks,@grandmagrit I live in NY. Happy to say most people wear a mask. Rarely do I see maskless people.,1
1387,1387.0,fauci,"How we handle COVID-19 requires facts. Science. Medical expertise. Experience. Not political influence.

That person is Dr. Fauci.",1
655,655.0,face masks,@ConHome @drchrisnewton Our government advised the scientific evidence would be followed. It isn't. The only science that's being followed is that of individuals who have vested interests in the pharmaceutical industries! In the words of the W.H.O. ....won't get fooled again! #KBF #Plandemic,2
546,546.0,face masks,"@jejquade @HealingWarrior1 @EmmaRoulstone Masks have been mandatory since May in Spain, infections are up,local lockdowns enforced. Follow that logic. 
Muslim women wear full face coverings in public.The Muslim community are still suffering the greatest rate of infections in the UK  
Follow that logic",2
3551,3551.0,stay at home orders,:notes::arrow_forward:Call me rema @heisrema  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
2265,2265.0,fauci,"Is any other #Americans wondering if the #coronavirustesting is a way to voluntarily collect #DNA?

#Senate
#SenateHearing 
#DrFauci 
#CoronaVirusUpdate 
#Trump2020 
#TrumpNowMoreThanEver 
#coronavirus
#freedom",0
2547,2547.0,fauci,@SixPieceTaye @jimmy_dore @Makke93 Many have died needlessly already on this hill because the fascist pharmaceutical industry suppressed the use of HCQ and vigorously obstructed its use with no valid reason except political and profit motives.,0
414,414.0,face masks,"Sorry but if the worst thing in your life right now is being expected to wear a mask to help keep people alive, shut up and put it on, please.",1
3952,3952.0,school closures,@CBSNews Send your kids to public schools first.,1
384,384.0,face masks,"The world we live in... a simple face covering becomes another battle front in the fight for our humanity.

#WearAMask",1
514,514.0,face masks,"@acapri74 @mkraju @ChuckRossDC For the 800th time, masks protect others from YOU, not the other way around. If Gohmert had worn a mask he wouldn’t have spread it to others. Why is this is fucking hard for Americans to understand????",1
641,641.0,face masks,"@DVATW Under NO circumstances will I wear a mask to go shopping. I'll stay home and shop online.

If this is Boris's new normal, he can shove it.

",2
2472,2472.0,fauci,.@realdonaldtrump how does it feel knowing you were responsible for #HermanCaine’s death. #covid19.,0
2854,2854.0,stay at home orders,I broke quarantine today because my  a/c was broken and I feel so guilty,1
2206,2206.0,fauci,Science should guide our COVID-19 policy.,0
1307,1307.0,fauci,".@realDonaldTrump, #DrFauci must be permitted to testify before the #AppropriationsCommittee. #WeThePeople have faith in him, as well as in his education, experience, &amp; knowledge. #WhatAreYouTryingToHide? #Covid19 @NitaLowey @AppropsDems @HouseAppropsGOP",1
2489,2489.0,fauci,"@GovRonDeSantis It never was a pandemic.

It was and is presented as a pandemic to keep the fear narrative going and cover for the overreaction in shutting down the Nation.",0
819,819.0,face masks,@iamdihealer @TheDemocrats @GOP @POTUS @GovInslee why are we ignoring Dr. Emanuel? Because it’s all about political war against @realDonaldTrump #voteliberalsout #OpenOurSchools #OpenAmericaNow,2
19,19.0,face masks,"It's ironic that some people refuse to wear a mask because they say it takes away their freedom, but when you do wear a mask, you have the freedom to go about anywhere &amp; in any store you want to. 
Please #WearAMask so we can beat this, then none of us will have to",1
1335,1335.0,fauci,"#DrBirxIsAQuack
After what we experienced during Spring Break, she honestly thinks people won't travel from ""high risk"" to ""low risk"" counties?
She's a threat to public health
Help us #DrFauci 
#DrBirx
#coronavirus 
#TrumpLiesAboutCoronavirus
#DrFauciIsANationalHero",1
1613,1613.0,fauci,@GeorgeTakei #wearamask how is it a big deal to wear a mask and protect yourself and others,1
2701,2701.0,fauci,@wiggley_dale KABOOM! Now,0
3958,3958.0,school closures,"@realTiffyCat @scdhec I pray that SCDHEC stays transparent. I heard today that our incompetent governor is directing SCDHEC to change the way they report their numbers. to not give people enough information, so McMaster can do Trump’s bidding in opening our schools without restrictions.",1
1560,1560.0,fauci,#DrFauci is the one with the best advice as Pence and the task force try to protect the campaign instead of the people. Texas for example is a mess. #COVID19,1
1034,1034.0,face masks,"@Matthew_4_Trump I don’t wear masks, either.",2
3604,3604.0,stay at home orders,:notes::arrow_forward:Kwere @iamslimbrown   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
1438,1438.0,fauci,"Well, well #CadetBoneSpurs was #scared to answer questions:thinking_face:. He’s no #counterpuncher, he’s a bully and when you stand up to a bully they back down. #coward #Accountability #COVID19 #lysol #TrumpIsNotADoctor #TrumpPressBriefing #DrBirx #DrFauci #CNN #MSNBC",1
1915,1915.0,fauci,@FieldofFight I believe Fauci is a fraud!!,2
4107,4107.0,school closures,@realDonaldTrump The RNC is moving Trump Convention to outdoor space because of COVID but R’s want kids in schools!  #Covidiots #TrumpFailedAmerica #TrumpLiesPeopleDie,1
1481,1481.0,fauci,"First #DonaldTrump wouldn’t let #AnthonyFauci testify before #Congress bc #DrFauci was ‘too busy.’ Now, he will let him testify, but not before the ‘Dem. House.’ What doesn’t he want you to know? #MAGA, #KAG2020, when will you wake up &amp; see how #Trump has failed? #coronavirus",1
2506,2506.0,fauci,"Was the #CDC on vacation during the burning of our cities, blocking freeways, #Riots , #looting ? Seems they have so much to say today. #COVID19 #coronavirus #DrFauci #MSM  #pandemic",0
1970,1970.0,fauci,"Reminder:

#DrFauci’s statements from January to March were WRONG about #COVID19!

-It’s not a threat to the #USA
-#Americans don’t need to “run around” in masks
-Hydroxychloroquine does not work
-Lockdowns are right, STILL

#WeThePeople should not be listening to Dr Fauci!",2
3157,3157.0,stay at home orders,@RichardGrenell @FoxNewsSunday @realDonaldTrump needs to have a conversation with this guy. You can't open schools until you open the country back up as well. Govenors like @GavinNewsom are ruining lives.,2
695,695.0,face masks,"@realTuckFrumper You can ascertain the character of the man by who he surrounds himself with. Therefore, I will NOT be Trusting ANY of the PLAN Demics! #OperationRadiation #no60ghz #BillGatesIsEvil #FauciFraud #BirxBitch ",2
2717,2717.0,fauci,I'm tired of this #hoax!  #CV19 #recallwhitmer,0
3558,3558.0,stay at home orders,Me and my lawyer got so cool she let me use her Netflix,0
630,630.0,face masks,"OSHA requires 19.5% oxygen levels in a workplace to be safe.
Normal breathing =20 to 21% oxygen
Masks reduce this level to 17.4% oxygen!!!!  Below OSHA requirements !  #NoMasks #COVID19 ",2
875,875.0,face masks,"@Nigel_Farage Nationwide, hotels are crammed full of male immigrants, obviously an inside job.

Can it be stopped?

Yes. Accept it’s a global, facist, totalitarian, genocidal and cruel coup.
Start by not wearing a mask.",2
1064,1064.0,face masks,"“The general limits of your freedom are merely these: that you do not trespass upon the equal rights of others.” - President Dwight D. Eisenhower, April 22, 1954 ",0
1311,1311.0,fauci,Rand Paul asking the hard questions... True #Patriot. Thank you.  #COVID19 #OPENAMERICANOW #WWG1WGA #TheGreatAwakening #DrFauci #RandPaul,1
2261,2261.0,fauci,@AlexBerenson He’s on prophylactic Hydroxychloroquine! They all are! This is a show! But they ban the cures from the people!,0
1326,1326.0,fauci,@BBCSport 1.#Covid_19.2.#lockdown. 3.#clapforourcarers.5.#StayHome.6.#SocialDistancing.7.#globalpandemic.8.facemask.9.#FlattenTheCurve.10.#contacttracing.11.#SecondWave and manager and their assistant will be #BillGates and #DrFauci,1
3667,3667.0,stay at home orders,@jjconservative @FineArtAmerica Not silent anymore,0
2201,2201.0,fauci,"@mstrong180 @boston25 Came here to say this.  Exactly, what Jordan was hammering him about.",0
847,847.0,face masks,@Echo2Zs @4YrsToday It's not 1918 any more there is no comparison to the sanitation nutrition testing medicines healthcare education available now to then most lives and spread claimed in crowded military and urban areas Wear a mask mandates go too far voluntary is fine #COVID19,2
891,891.0,face masks,@DailyCaller I can't breathe with a mask made for 1.00 sold for 5.00 with the weight of the world resting on it.,2
3658,3658.0,stay at home orders,:notes::arrow_forward:You don see am @Yung6ix @erigganewmoney @PayperCorleone @drbarzhimself On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
3556,3556.0,stay at home orders,:notes::arrow_forward:Superstar @24hr @tydollasign  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
280,280.0,face masks,@hippiemama2002 @mgarner1227 @BrooksElemLions @GovernorKayIvey So what you are telling me is to instruct my children to trade masks at school to defy Gov. Ivy?,1
3641,3641.0,stay at home orders,:notes::arrow_forward:Finders keepers @Officialchike  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
1934,1934.0,fauci,@alexsalvinews Guy needs some vitamins and healthy food and some regular exercise. It appears he has the ‘Uncoordinated’ virus. This is purely due to lack of growth from Wearing a mask and too many vaccines. Get well soon,2
3950,3950.0,school closures,"If Harvard is still doing distant learning, then we all should be distant learning. #CoronavirusUSA",1
3988,3988.0,school closures,"I'm acc getting nervous now to go college because of the high risk of coronavirus,  we all need to be safe man and to do so we all need to be self isolating. Fuck the economy for two weeks",1
3486,3486.0,stay at home orders,:notes::arrow_forward:Alien @heisrema   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
827,827.0,face masks,@realDonaldTrump Open the schools and don’t force my healthy child to wear a mask!!!,2
3834,3834.0,school closures,"People who don’t understand accountability, think they can never do the wrong thing. Be accountable, do right for our kids, teachers and schools",1
4123,4123.0,school closures,"@WHRapidResponse @WHRapidResponse @PressSec  Let's talk about: ""Completely...misleading."" 48 CHILDREN IN STUDY! Study: 3/14-4/10/20 (1 MO). 2019-2020 Influenza Season (6 MO). Their finding w/limitations: limit testing &amp; end of follow-up 15 children still in hospitals. #ScienceMatters",1
536,536.0,face masks,Canceling my @PlanetFitness membership because they are now requiring everyone to wear a mask while you work out.  Hard to breathe properly while running 3 miles with a fucking mask!!!,2
90,90.0,face masks,"Does it do any good to put a sign on a door if you don’t enforce it.  I went into the @PilotFlyingJ in Flatwoods, WV &amp; only 1 out of 5 customers had a mask on.  It’s hard to enforce though when the manager hangs her mask under her chin.",1
3590,3590.0,stay at home orders,@sdr_medco @american2084 @BenediktAmrhein @BrokenSpiritNMB @Atrumphater @faridghalili @ArresthimNow @56blackcat @AmyAthatcher @AlvarezHashi @bamableu @BCOOL333 @BrendaBalazs @Back_dafucup @Bill_Maxwell_ @blueheartedly TY  Sheila for your kindness in including me. #ResisterFamily,0
2247,2247.0,fauci,@realDonaldTrump the numbers from C19 are going up because of looters and rioting! Not states reopening!,0
2769,2769.0,fauci,MILLENNIAL WILL COME TO #CORONAVIRUS THIS WEEK...OVER... Will Schumer and McConnell be any more witnesses to shake Reid's hand?,0
2845,2845.0,stay at home orders,"Extremely concerned to hear about the news of Shri #AmitabhBachchan Ji &amp; #AbhishekBachchan testing COVID 19 Positive. My prayers for their speedy &amp; safe recovery. We look forward to seeing them hale and hearty. 
Once Again my appeal to everyone - #WearAMask",1
476,476.0,face masks,If you don’t wear a mask you ugly.,1
712,712.0,face masks,"@WVGovernor @WVNationalGuard It has been proven by even #FraudFauci that masks don’t help &amp; can hurt the wearer!
We West Virginians don’t want to wear masks &amp; didn’t expect you to kneel to the Bully Leftist Fearmongerers!
Stop acting like a RINO or we will vote you out!
",2
998,998.0,face masks,@amhranean1969 @BBCNewsNI Tell the Chinese that. They have been wearing masks for years because of the smog and still had one of the highest infection rates. They don't work accept it!,2
3696,3696.0,stay at home orders,@BardsFM @english_poet @FLOTUS I don't understand it either... &amp; now Florida's numbers are funky?!?!  WHEN will this end?!?!,0
341,341.0,face masks,When I see many people wearing black face masks I feel like I’m on the set of an S&amp;M film. Not that I’ve been on one but still... #WearADamnMask #mask,1
457,457.0,face masks,Hubs is in #Phoenix with a load. He said NO ONE is wearing masks. Makes me sad that my home state can’t get their shit together. Makes me even more mad because that’s where we caught #COVID19 back in March.,1
3642,3642.0,stay at home orders,"Speak in such a way others love to listen to you !
Listen in such a way others love to speak to you !

#quoteoftheday",0
1532,1532.0,fauci,"@DocAtCDI 

There once was a Veep named Mike Pence
Whose ridiculous lies made no sense
He tried to Bull Sh*t us
How bad COVID hit us
But only his Base is that Dense

 #MikePence is praying for us - we’re doomed
#PenceLies - right to our face!
#COVID19 
#DrFauci is our best hope",1
2635,2635.0,fauci,@DanielBrown53 @notyetagm @Flyfredi @nytimes He is right. The death rate is down over 90%. Sadly the public is unable to think or reason for themselves and they expect the media to do all their thinking and reasoning for them.,0
1230,1230.0,face masks,@GeneralDilley Hey Fauci we see through your corona lies. Fox stop supporting the covid hoax,0
3715,3715.0,stay at home orders,:notes::arrow_forward:God no go shame us #prinxemmanuel On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,0
4051,4051.0,school closures,@dougducey It is unsafe to open schools in 4 weeks.   We can almost guarantee you will not follow the science but follow Trump down the rabbit hole again.  This time you can take that trip alone.,1
1454,1454.0,fauci,"@Mike_Pence @WhiteHouse Dr. Fauci deserves nothing but respect. Will there come a day when Trump actually starts putting American lives above his own personal ambitions? Start listening to people who actually know what they are doing? It never had to be this bad.

#TrumpVirusCoverup",1
2597,2597.0,fauci,@realDonaldTrump Wait mr president you mean if you test more people you’ll have more results ? Nooooo,0
2796,2796.0,stay at home orders,@abdtoday It will be a better plan if lockdown extended till new additions became less than 50 to 75 at least. #Lockdown #Aurangabad #StayHomeStaySafe,1
32,32.0,face masks,"@jimdonovancbs3 @SEPTA No need to be patient. Not wearing a mask in public (as mandated by PA Governor) is the equivalent of swinging around a gun with the safety off; somebody’s going to get hurt. That said, I see Philadelphia P/O watch people walk around w/o masks and they say nada!",1
1455,1455.0,fauci,"Oh look, the people who support a man who ran a fake university and a fake charity are saying that the leading expert in infectious diseases endorsed by the Association of Medical Colleges is a fraud. Who to believe? #FakePresident #FakePatriotism #TrumpVirus",1
2512,2512.0,fauci,@Hoosiers1986 @realDonaldTrump Good point corporate media and big tech also.,0
3948,3948.0,school closures,"I think I sorta get this now, I’m for waiting until after Labor Day to send kids back to school if that’s okay. Still if people can wear a mask or stay home then this whole pandemic will end. So please stay home or wear a mask.",1
2710,2710.0,fauci,"For the simpleminded who have difficulty with math...yes, tragically, the US has more coronavirus deaths than Italy.  But, consider:
Pop of Italy:  60 million
Pop of the US:  382 million
Anyone done a study of the PERCENTAGE of population?",0
1008,1008.0,face masks,"@abc7newsbayarea What if you cannot breathe through masks and have a health condition or ptsd, claustrophobia, autism, etc?

People should be exempt from masking.

We have a right to breathe air and exhale CO2 in and out of our mouths and noses.

#ReopenAmerica",2
2222,2222.0,fauci,@PleadTheFitz @franmascookies @CNN Sign me up for the first vaccine @realDonaldTrump hates.,0
3852,3852.0,school closures,@mosalty @UFT @NYGovCuomo @NYCMayor @DistCouncil37 @FollowCSA @SenSchumer @AFTunion The entire premise is wrong. There is NO way to teach in full PPE. There is NO way kids keep masks on for 7 hours. Has anyone talking about these things EVER stepped foot inside a classroom to teach??,1
490,490.0,face masks,"I have no idea if I look good in my mask. Even if I don't, I'm pretty sure I'd look worse wearing a ventilator or a coffin.

",1
3982,3982.0,school closures,@SadtuNational Teaching profession is disrespected in our country. Our Learners will bring death to their parents and they will become orphans due to Covid-19 Teachers will bring death to their families too. It will end in tears.,1
2590,2590.0,fauci,@Phreadys Absolutely not.  The least evil thing he’s done is to be in a conflict of interest.  That alone is enough.,0
3884,3884.0,school closures,@AliNouriPhD @UROCKlive1 When I read this I can’t help but conclude that opening schools is the worst possible thing we could do.,1
3850,3850.0,school closures,@MotherJones Decisions to send children and teachers back to school is being made by adults in quarantine. Repeat that.,1
3893,3893.0,school closures,Sickening to hear that @BorisJohnson and @Conservatives are putting staff and students at risk by not closing schools. It is clear that you care more about money than you do the people #coronavirus,1
433,433.0,face masks,"Hey so, something weird happened when I went to get my mums medication, some guy honked his car horn at me and gave me a thumbs up, was it because I was wearing a mask? #Covid_19 ",1
3869,3869.0,school closures,"The colder it becomes the higher the level of Covid-19 cases rise...our children aren’t coping at all.
Although the curriculum has to be covered mara not like this,come on now!
Most of the learners are in hospitals right now, so what’s the use grand sharp?",1
507,507.0,face masks,"Mask mandates serve a porpoise. 
Keep Patriots out of harms way.",1
1948,1948.0,fauci,@Phreadys No! I’m so ready for his firing! @realDonaldTrump please,2
1296,1296.0,face masks,"@LorenaBax8989 @OhioQuit @Jim_Jordan The upside is anyone going to use a gym will get infected &amp; there will be less Republicans in November. So, go get a workout in, tattoo, manicure, whatever. The rest of us will do the right thing for our communities. #StayHomeSaveLives",0
369,369.0,face masks,When Covid selects its victims I hope it targets the arrogant bell ends who refuse to wear masks in shops. Knobs!! :rage:,1
1559,1559.0,fauci,"@robreiner Seriously! Listen to #45 and NOT #DrFauci  by taking an unproven drug #Hydroxychloroquine if y’all want to for #coronavirus!!!  Yes....The very same guy who said “I’m not a doctor, I just use common sense”. :woman_shrugging_medium_skin_tone:#NoThankYou #DonaldTrump #WhiteHouseBriefings #briefing",1
390,390.0,face masks,@jeffmason1 @realDonaldTrump How are these #COVIDIOTS still alive. They are crowded in a room with no masks. I’m shocked that the press are not wearing masks. Shameful!,1
3837,3837.0,school closures,"@WalshFreedom Gotta say, my daughter loves online school because she’s not being made fun of everyday &amp; her mental health has improved so much her Dr. thought she should continue even if they opened the schools up.",1
407,407.0,face masks,"Helpful hint for your gaslit trumpanzee friends (if you’re into that):

Put your mask on.
Don’t mess with it.
Wash your hands often.

#MasksDontKill",1
2703,2703.0,fauci,"@JenniferJJacobs So he has a Cold?
#CORONAHOAX #Scamdemic #FakeNumbers #FalseScientist",0
1526,1526.0,fauci,"@drdave1999 @TweetOfBleep I'd like to learn what Fauci / #DrFauci said that was wrong. #Trump's list of wrong is extensive - whether on #coronavirus, history, geography, and so many other things.",1
966,966.0,face masks,"@MariaBartiromo @POTUS @realDonaldTrump @SundayFutures @FoxNews Why don’t you do a story on why masks suppress your immune system and will make you more susceptible to diseases, viruses &amp; pathogens when they are removed.  Please consider it.  ",2
3190,3190.0,stay at home orders,"@bonglez We cannot go back to hardlockdown, more businesses will close forever",2
1930,1930.0,fauci,"#DrFauci lied about needing masks early on because he wanted medical workers to have supplies. Has anyone asked him how many citizens died because he made them feel masks weren't necessary?  
#COVIDー19 #MaskUp morons
#Scamdemic #FakeNews #FakeNumbers #Qanon #WWG1WGA",2
462,462.0,face masks,"Let me get this straight: you want to not only fly right now, but have the audacity to not wear a mask. 
#Delta then said I’m turning this thing around like a MOTHER because y’all are acting like CHILDREN",1
87,87.0,face masks,It doesn't feel safe to ride with the @MBTA because they aren't enforcing their mask policy on all their trains,1
2211,2211.0,fauci,"@JulieCllloyd Nope, I will not be going to Vegas when it opens up. That's a long way to go to contract #COVID19 and hand over my cash to a slot machine.
#StayAtHomeAndStaySafe
#FlattenTheCurve",0
4096,4096.0,school closures,"Parents that want the schools to reopen no matter what are monsters that don’t give a flying fuck about their kids’ well-being, sacrificing their own litter only to make a moronical political statement. #SchoolReopening",1
2537,2537.0,fauci,@CityOfDubuque R u trying 2 kill people in this heat?! ACCOUNTABILITY! @CityOfDubuque @dbqschools @KCRG #WWG1WGA_GLOBAL #Patriots #PatriotsUnited #America #Iowa #COVID19,0
579,579.0,face masks,"Please before arguing with me about why everyone should wear masks. Do your own research on them. The government will control you, and for that I am sorry.",2
836,836.0,face masks,Just STOP wearing masks!!! :flag_for_United_States::flag_for_United_States::flag_for_United_States:,2
726,726.0,face masks,"@lorraine @JohnBarrowman @ThePaulaWilcox @itvcorrie Well you really sold your soul to the devil #Barrowman. Not only are you a Scot who fakes an American accent, you're now telling people who don't wear masks that WE'RE selfish and are stopping you getting back to normal :joy: News flash THERE IS NO NORMAL. Muppet :clown_face::clown_face::clown_face::clown_face:",2
435,435.0,face masks,"Hey folks, if you wear a mask I think: She has her reasons. So if I don't wear a mask, you think: She has her reasons.

It's called respect.
If we're divided, we're all in trouble.

#MaskUp",1
574,574.0,face masks,"#Jesus Didnt Wear a #Mask and he was the son of God. Neither did the Prophet Muhammad or Bhudda.

So neither am I.",2
2026,2026.0,fauci,"@GovLarryHogan :eight_spoked_asterisk:Hydroxychloroquine (HCQ) is completely safe when prescribed by your doctor
:eight_spoked_asterisk:HCQ in combination w/ Zinc and a Z-Pack is PROVEN effective for treating Covid-19
:eight_spoked_asterisk:No legitimate study has challenged the success of using HCQ/Zinc/Z-Pack to treat Covid-19
:eight_spoked_asterisk: #DrFauci lied 4/:point_down:",2
