,Unnamed: 0.1,Unnamed: 0,premise,text,stance
1422,1422,1422,Coronavirus is genetically engineered.,Francis Boyle: Wuhan Coronavirus Is an Offensive Biological Warfare Weapon https://t.co/i44vsDSO27 via @USERNAME,0
637,637,637,Fennel tea cures coronavirus.,"India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/e1OBaqL2IE",0
1514,1514,1514,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME Then multiply that by about 7.  Incubation period for flu is 2 days.  Coronavirus is 14 days.  People can spread the virus for 14 days without even realizing they are sick.,0
715,715,715,Coronavirus can only survive in cold temperatures.,"If the Coronavirus will die in hot, humid, sunny air, why not lock a patient in a room that is hot, humid and has UV light?
Thanks,
C. Berger",1
137,137,137,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus is probably in Ghana and someone is treating it with procold tabs,0
7,7,7,SARS-CoV-2 can survive for weeks on surfaces.,"Looks like COVID-19 could have been spreading in the US for a lot longer than anticipated, but was not picked up because of criteria for risk and testing https://t.co/B6iJBC9IMw",0
167,167,167,Fennel tea cures coronavirus.,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/hEdtNYP77G",0
1733,1733,1733,Coronavirus is genetically engineered.,@USERNAME @USERNAME @USERNAME There are many corona viruses. Most produce a common cold. The COVID-19 is a new corona virus. It is particularly dangerous because this virus is shed by a host days before symptoms appear in the host. This exposes many people.,0
456,456,456,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USERNAME Once upon a time a caring, thoughtful, far-sighted, intelligent, hardworking president named Barack Obana put together a pandemic response team. The man-baby, tRump, dismantled it out of spite. Tell me about politics in this coronavirus situation again.",0
1530,1530,1530,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Why is it not standard practice for CDC, hospitals and government to keep a surplus of n95 masks in the event of a pandemic?

Instead we rely on misleading (at best) public about their efficacy. https://t.co/m8YFnx64vE",0
1648,1648,1648,Africans are more resistant to coronavirus.,"The good news is that children seem to be safe from severe symptoms.
Children less vulnerable to coronavirus, say Australian experts https://t.co/QjaHdqgfLh",0
336,336,336,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME Thoughts on potential 50-person outbreak in WA? Will it follow same trajectory as Wuhan, which had 10,000 cases by Jan 31? If not, why not? There could easily be 1000+ by Mar 31.",0
452,452,452,Holy communion cannot be the cause of the spread of coronavirus,"Since the Coronavirus can be transmitted to animals, avoid dog parks and use a solution of 1 part bleach to 10 parts of water and dunk and wipe their paws. And check with your vet for shots if they haven’t had their yearly",0
1956,1956,1956,Vitamin C can prevent coronavirus circulation.,"CDC: Avoid crowds to avoid exposure to coronavirus. 
Recluse: Done.",0
49,49,49,Vitamin C can prevent coronavirus circulation.,Coronavirus has a 98% survival rate. The flu is more dangerous. Stop the stupidity in the American Stock Exchange https://t.co/H6j31DHMXI,0
1196,1196,1196,Coronavirus is genetically engineered.,"@USERNAME @USERNAME He's finally honest.
Of course only his base is going to fall for this. 
Dollars to donuts they think Covid-19 is a hoax.
It will be their downfall.",0
1177,1177,1177,Coronavirus can only survive in cold temperatures.,"@USERNAME @USERNAME If they mean outside of the body, then No, that's not true. Coronaviruses can survive on surfaces for several days at room temp. 

Precise data is still pending for COVID19. But it's very similar to SARS. Here's some data on temperature sensitivity of SARS
https://t.co/BOOx7VFwU0",0
237,237,237,Hand sanitiser sold commercially does not destroy the coronavirus.,#coronavirus Make your own hand sanitizer https://t.co/qCB16smQSj,0
890,890,890,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME Share some No., In Shanghai 19Jan-19Feb, everyday we had 5-30 new cases, today is 1st Mar, in the last 10 days, everyday we have 0-1 new cases. Very mild. But in Wuhan, no decrease in daily numbers in the last 5 days regarding the summit was so high. Cannot exceed a certain value",0
933,933,933,SARS-CoV-2 can survive for weeks on surfaces.,"How can the virus live in Meth? It survives in the air for long periods of time? Meth keeps the virus alive? How?

https://t.co/t6TKXFnbj2",0
1303,1303,1303,Coronavirus can only survive in cold temperatures.,"So there’s original SARS, which is a type of coronavirus. SARS infects cells through the ACE2 receptor in hosts.",0
1464,1464,1464,Coronavirus is caused by 5G.,"COVID-19 is an infectious disease caused by a new coronavirus introduced to humans for the first time.

It is spread from person to person mainly through the droplets produced when an infected person speaks, coughs or sneezes.
Ps: https://t.co/3Du0rfEch5 https://t.co/e4YY3QZIAq",0
207,207,207,Avocado and mint tea cures coronavirus.,"Just stocked a storage box with chips, chicken noodle soup, vodka and peanut butter. COVID-19, I’m ready",0
1528,1528,1528,A person can tell if they have coronavirus or not simply by holding their breath.,Chances are pretty good that you may contract the coronavirus from a person providing a service for you from cleaning the bathrooms to handling your food or in the doctor's office when people can't afford to stay home when they're sick.,0
954,954,954,Africans are more resistant to coronavirus.,At Least Half A Million People Are Infected With Coronavirus In China https://t.co/yjpgohTAfF https://t.co/hkvwYx6na2,0
253,253,253,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME “The Lancet notes that scientists from several countries who have studied SARS-CoV-2 “overwhelmingly conclude that this coronavirus originated in wildlife,” just like many other viruses that have recently emerged in humans. “

Is the Congo to blame for Ebola then?",0
1135,1135,1135,We're very close to a vaccine.,@USERNAME If it mutates this quick then we’re essentially fucked.  So let’s say they come up with a vaccine for the Washington case. If the Kentucky case mutates then the vaccine in Washington is now useless.  Watch the movie outbreak. It essentially shows how this stuff works,0
611,611,611,SARS-CoV-2 can survive for weeks on surfaces.,"@USERNAME But COVID-19 can be spread by people without symptoms of illness for up to 14 days. People getting behind disinfection, sanitization, wearing face masks, and washing hands is a good thing for both Influenza season and a potential viral pandemic.",0
2005,2005,2005,SARS-CoV-2 can survive for weeks on surfaces.,"In the context of this thread, this tweet might be a useful recap of how long the virus which causes #COVID19 might survive on surfaces (maybe up to 9 days). The good news is that ethanol (62-71%) and sodium hypochlorite (0.1%) neutralise it rapidly. https://t.co/Oo9tFM274P",1
1409,1409,1409,Coronavirus is genetically engineered.,"@USERNAME @USERNAME COVID-19 is an experiment between China and The Deep State.

It failed.",1
1582,1582,1582,Coronavirus is caused by 5G.,"Yeah Coronavirus is a 1% fatality rate. Yeah 1% of USA is 3m. But take China's pop (1.286b), and overestimate at 80k cases. That's ~6% infected pop. 6% of US: ~19.65m. 1% of that is  ~200k. 

Which is still a lot, but stop telling people that 3mil Americans are going to die.",0
1125,1125,1125,SARS-CoV-2 can survive for weeks on surfaces.,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",0
1446,1446,1446,Coronavirus can only survive in cold temperatures.,Scientists apparently say that the coronavirus cannot survive in the summer because of the heat. People could go into a sauna and problem solved.,1
136,136,136,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Should people be afraid if we are on the brink of a pandemic which will likely kill more people than died in WW1 and WW2 combined? That's what Spanish flu did, and coronavirus is looking as bad or worse.",0
677,677,677,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME I hope @USERNAME don’t hypnotized the world &amp; singing the same tone w/ #China!The public need facts in order to contained this outbreaks not False information! Look at what happening around us! 36,000 ppl recuperate in🇨🇳?How come?Any definitive proof? Is so why Wuhan still close city?",0
643,643,643,Coronavirus can only survive in cold temperatures.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME He said ""might"" go away in warm weather, it also ""might not""

He wasn't saying that coronavirus is a ""hoax""

CDC Director say ""currently there are 22 cases of coronavirus"".  
The previous update was ""15 cases of coronavirus""",0
244,244,244,Coronavirus can only survive in cold temperatures.,Will Coronavirus Slow Down In The Warmer Months Like Flu Season? https://t.co/PvVqTu4mE5,0
1457,1457,1457,Coronavirus can only survive in cold temperatures.,Study finds that Coronavirus could survive up to NINE DAYS outside the body - Daily Mail https://t.co/61Mk9YQvsh via @USERNAME,0
840,840,840,Fennel tea cures coronavirus.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME Am I prepared? Suits, gloves, N95 masks, googles, gloves, hand sanitizers, water, packed freezer and fridge, snack bars, cereals evaporated milk, etc",0
352,352,352,Coronavirus is caused by 5G.,"@USERNAME @USERNAME Coronavirus is not a virus. It ia directly related to 5G radiation.  China is #1 in 5G usage, Iran is #2 in 5G usage, and all cruise lines use 5G technology.  These are the 3 epicenters of coronavirus outbreak.  Theyre going to exterminate us with 5G radiation",1
170,170,170,Hand sanitiser sold commercially does not destroy the coronavirus.,The answer to whether or not household disinfectants like Lysol and Clorox can protect against the coronavirus is complicated.​ https://t.co/Er32xipuXl,0
462,462,462,Coronavirus can only survive in cold temperatures.,"Coronavirus Spreads to Europe and Middle East. What That Means for This Global Health Crisis.  - by James Jay Carafano, (@USERNAME)  https://t.co/l1BuKJ2nT9 https://t.co/nXLyUq8rAx",0
1471,1471,1471,Avocado and mint tea cures coronavirus.,"Virus prone diseases  like #Coronavirus, flu, cold are natural this time. Influx your diet with Neem, Tulsi &amp; garlic. Have equal greens if non-veg, take less caffeine, two cups daily is ok. https://t.co/8M9dnBq7Io",0
342,342,342,Africans are more resistant to coronavirus.,@USERNAME They say men with facial hair are more susceptible to corona virus... here’s hoping,0
1570,1570,1570,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME Oh I’m from China so I could see posts in mandarin (which is quite different from what China government told the world). Also there were two days Wuhan suddenly had over 10000+ increased cases, suggested an increase in testing ability as well as higher previously infected number",0
449,449,449,Africans are more resistant to coronavirus.,"The people who are most vulnerable to coronavirus are also must vulnerable to flu (&amp; other infections or viruses). People are dying. Wash your hands. Cough/sneeze into your elbow and stay home if you're sick*

*I realise this is not an option for everyone due to systemic issues",0
775,775,775,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Coronavirus as become apparently a pandemic
Let's look at the worlds condition sin thriving in red light districts throughout the world allowing for the evil to surmount
 While this carnage of debauchery goes on God is not turning a blind eye his judgement on sin is sign of times https://t.co/Y3EFNONnAB",0
995,995,995,Hand sanitiser sold commercially does not destroy the coronavirus.,"If you weren’t Germophobic   before, hearing about how the corona virus is spreading should turn you into one. I’m sure sales for hand sanitizer have gone through the roof. With that said, I’m really about to buy stock  for hand sanitizer &amp; bleach.",0
1352,1352,1352,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME @USERNAME I think you are confusing issues here.  It isn't racist for a person to wear a mask.  It IS racist for someone to say they don't want a Chinese doctor treating them because of coronavirus.,0
1324,1324,1324,Holy communion cannot be the cause of the spread of coronavirus,@USERNAME @USERNAME I’m sure you will hold prayer meetings. Maybe you will sell colloidal silver like Jim Bakker. You might recommend leeches. In the end you might tell people that the Coronavirus is the will of God.,0
70,70,70,Coronavirus is caused by 5G.,https://t.co/6GqvLWQQIA PATRIOTS: POTUS urging Americans to not travel to the areas in Italy and South Korea that are most affected by the coronavirus.POTUS also directed the State Department to work with our allies in Italy and in South Korea to coordinate a medical SCREENING,0
1432,1432,1432,SARS-CoV-2 can survive for weeks on surfaces.,New report reveals COVID-19 can even be transferred through the fecal-oral route – https://t.co/SVlRZdzsks https://t.co/CJrZQaRPw3,0
819,819,819,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","Claim: non-Muslim Chinese perform a Friday prayer due to #COVID19 outbreak. 
Reality: Video shows an Eid prayer in Yiwu, a Chinese city that attracts Muslim business people from around the world, in June 2019.
https://t.co/HvmOD2P2Iw
Indonesian version: 
https://t.co/Nnzghrswjs",0
671,671,671,Vitamin C cures coronavirus.,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",0
581,581,581,Africans are more resistant to coronavirus.,"US cases: There are now 71 confirmed and presumptive positive cases of coronavirus in the United States.

These include 44 passengers who were aboard the Diamond Princess cruise ship and three people repatriated from mainland China, according to the CDC.",0
1484,1484,1484,Coronavirus is genetically engineered.,Coronavirus is coming. Is New York ready? | CSNY https://t.co/Ah5PVRtEj2,0
1268,1268,1268,Africans are more resistant to coronavirus.,"Yahoo Reports A Half A Million People 500k Are Infected With Coronavirus In China not the reported 78k (Yahoo everyone's already heard WHO say the numbers are only 10% of the actual cases, so your numbers aren't even close, geez)
https://t.co/IOi7WbhWww",0
1869,1869,1869,Africans are more resistant to coronavirus.,"@USERNAME @USERNAME @USERNAME From WHO: People of all ages can be infected by the new coronavirus (2019-nCoV). Older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus.",0
361,361,361,Coronavirus can only survive in cold temperatures.,"Coronavirus could survive up to 9 days outside the body, study says https://t.co/3G34UV6Uck via @USERNAME",0
1597,1597,1597,SARS-CoV-2 can survive for weeks on surfaces.,"Deccan Herald: Explained | How long can coronavirus survive on surfaces?.
https://t.co/m2kl1Za4e8

via @USERNAME",0
544,544,544,Coronavirus can only survive in cold temperatures.,It’s understandable to be cautious but let’s get some facts straight. The virus can’t survive without a host in certain period of time. So I dont think package from china is? harmful? Esp since they’re exposed to the weather during delivery as well https://t.co/57psrUIMck,0
1662,1662,1662,Vitamin C cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/ZMzns5SV88",0
877,877,877,SARS-CoV-2 can survive for weeks on surfaces.,"*Notable facts about epidemiology of COVID-19 in South Korea 

COVID-19 found in female &gt; male with 63 % 

In other reports COVID19 is male predominance and it should be since SARSCoV2 gain access to human cells through ACE2 receptors which Asian males hv larger number in lung https://t.co/U9N7yUi72c",0
2088,2088,2088,Coronavirus is genetically engineered.,"Coronavirus is probably more widespread in the United States than we know. The tests are just not readily available.

But! 👉 ""Earlier this month, Illinois became the first state to conduct its own tests for the coronavirus, allowing for quicker results.""

https://t.co/BgcfBdbp8A",0
1283,1283,1283,Coronavirus is caused by 5G.,"@USERNAME COVID-19 is a disease caused by a particular strain of the coronavirus, genius.",0
223,223,223,Vitamin C cures coronavirus.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/0VkJXli7aZ",0
1651,1651,1651,Coronavirus can only survive in cold temperatures.,"How long can coronavirus survive on surfaces?
https://t.co/PUvdpCNUbH",0
887,887,887,Holy communion cannot be the cause of the spread of coronavirus,"@USERNAME Earth belong more to humbles and people under suffer, innocent in heart and people who Regret in time.
Greed and selfishness leaders that's what you teach your people 
Coronavirus is the first pest sending from God
Karma law",0
77,77,77,A person can tell if they have coronavirus or not simply by holding their breath.,True or false: you can get coronavirus from drinking corona? https://t.co/vzKCtufSnk,0
1584,1584,1584,Vitamin C cures coronavirus.,"@USERNAME @USERNAME According to WHO: “There are some chemical disinfectants that can kill the 2019-nCoV on surfaces. These include bleach/chlorine-based disinfectants, either solvents, 75% ethanol, peracetic acid and chloroform.

However, they have little or no impact on the virus....on the skin.”",0
1663,1663,1663,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME Read the back label for Lysol Disinfectant Wipes or Spray, it claims to eliminate ""Human Coronavirus;"" since they've known about it for years, get the formula &amp; tweak it to enhance the cure to pass it out to everyone in the World.",0
1158,1158,1158,Avocado and mint tea cures coronavirus.,"Experts warn to stock up of extra food, clean water, multivitamins &amp; first aid before the long city wide quarantines due to covid-19.
https://t.co/PnLi0WkvPw
coronavirus ikea starbucks patriot prepper veteran trucker biker farmer rancher hunter vancouver bc richmond victoria xrp https://t.co/yLqkHYyVYm",0
1005,1005,1005,Coronavirus can only survive in cold temperatures.,"Coronavirus, quite fancy. It’s too late to stop the spread of it. Just like the H1N1 virus, we will have vaccines available hopefully w/ in a year or 2. Young children, elderly, and individuals with a list of other health issues remain at risk.",0
44,44,44,Coronavirus is genetically engineered.,@USERNAME @USERNAME @USERNAME IS the Coronavirus is a bioweapon that can be activated at will and used to target and threaten governments?,0
50,50,50,Africans are more resistant to coronavirus.,Since RNA viruses are known to mutate extremely rapidly I wonder if there's different strains of the coronavirus circulating where some are more deadly than others due to the evolution of the virus.,0
1423,1423,1423,A person can tell if they have coronavirus or not simply by holding their breath.,okay everyone knows the fatality rate for coronavirus is 2% right? most people who have it get better and it’s just like a cold the people who can be served effected are those with low immune systems elder and infants,0
87,87,87,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","More than 30,000 pets have been left stranded after the Chinese government sealed off Wuhan following the #coronavirus outbreak 💔 https://t.co/A7YYn4faka
#Covid_19

As many pets stranded as people? https://t.co/OUjjrwHwsa",0
2101,2101,2101,Coronavirus is genetically engineered.,"@USERNAME @USERNAME @USERNAME @USERNAME There’s still an article on info wars website about it. It says Indian researchers, but no names. Coronavirus is also responding to treatment using HIV medications.",0
1661,1661,1661,Fennel tea cures coronavirus.,"Just stocked a storage box with chips, chicken noodle soup, vodka and peanut butter. COVID-19, I’m ready",0
975,975,975,Holy communion cannot be the cause of the spread of coronavirus,Coronavirus Doesn’t Stop Religious Persecution in China https://t.co/oAjku4GdVOコロナウイルス対策の最中も止むことのない中国共産党による宗教弾圧。この実態から目をそらすな！,0
1831,1831,1831,Coronavirus is genetically engineered.,What the COVID-19 outbreak reveals about the human-nature disconnect https://t.co/uuFZGoTROm https://t.co/QhRQXtCYYY,0
598,598,598,COVID-19 is only as deadly as the seasonal flu.,"@USERNAME Some of the reports are inflated and some are under inflated. If covid-19 was as contagious as smallpox, half of China would be infected right now. There is just under 80,000 confirmed infections in a country that has 1.4 billion people. Do the math, not as contagious as smallpox",0
712,712,712,Coronavirus is genetically engineered.,"@USERNAME Pneumonia kills 50,000 people a year. Coronavirus is a cold.",0
1389,1389,1389,Vitamin C can prevent coronavirus circulation.,"Alcohol is effective against influenza virus and Coronavirus. Ethyl alcohol (70%) aka rubbing alcohol is a powerful broad-spectrum germicide and is considered generally superior to isopropyl alcohol.” - World Health Organization, Geneva",0
627,627,627,Hand sanitiser sold commercially does not destroy the coronavirus.,"@USERNAME I for see some big issues with the disinfectants...how about just the ones to kill the virus on contact surfaces...no need for death by chemical toxicity, but the coronavirus isn’t alive either...",0
793,793,793,Coronavirus can only survive in cold temperatures.,Coronavirus has a 98% survival rate. The flu is more dangerous. Stop the stupidity in the American Stock Exchange https://t.co/H6j31DHMXI,0
692,692,692,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME @USERNAME Average on the current known cases. Depends how many more are undiagnosed. 80,000 cases (ish) in Wuhan, out of a population of 11million.",0
1588,1588,1588,Holy communion cannot be the cause of the spread of coronavirus,"PROVERBS 4:22 THE WORD OF GOD HEALS YOU!

In His Word, God promises perfect health!

2 Corinthians 1:20 (#KJV) For all the promises of God in him are yea, and in him Amen, unto the glory of God by us.

#Jesus #God #Word #Truth #Bible #coronavirus #NYC #SaturdayThoughts #TrustGod https://t.co/Pfpny8im75",0
863,863,863,The lifetime of SARS-CoV-2 is only 12 hours.,"SARS-CoV-2 (COVID-19) Analysis, treatment, prevention, etc.
 “...asymptomatic transmission for one to two weeks—or more.” 
“...The Novel Coronavirus Including Treatment Information and How To Prepare Your Home”",0
563,563,563,Vitamin C can prevent coronavirus circulation.,"Sounds like a solid way to spread coronavirus, TBH. https://t.co/eB1X1TsWcP",0
25,25,25,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME A Corona virus is not the same as an influenza virus. There was no “discovery,” there is an epidemic. You should be telling people to cover their mouths when they cough and wash their hands instead of spreading dangerous misinformation.",0
435,435,435,Coronavirus is genetically engineered.,@USERNAME @USERNAME This virus is a bio weapon sold to China during the Obama administration. It has been modified for race specific characteristics. Dr Francis Boyle is the expert on bioLogical weapons and he should be consulted NOW!,1
800,800,800,Coronavirus can only survive in cold temperatures.,@USERNAME @USERNAME @USERNAME Coronavirus is responsible for the common cold.,0
707,707,707,Holy communion cannot be the cause of the spread of coronavirus,Don't worry! In shā Allāh the corona virus is not a sign of the Day of Judgement 😅🤣🤣. May the Almighty keep us all safe....Don't loose sleep over Corona being a sign of the Day of Judgement. Take every measure  to… https://t.co/4hyJEbbYSY,0
69,69,69,Vitamin C cures coronavirus.,"Vitamin C, Zinc , Echinacea.  Prepare to make tea constantly throughout duration of coronavirus self quarantine.  I'm just taking educated guesses here.  We may all die from this, say ""la ilaha illallah"" a lot.  And take shahada on video chat even and start learning salat.",1
1522,1522,1522,Coronavirus is genetically engineered.,"The first time Trump's team had to deal with COVID-19, it made a critical mistake—with a cost #SmartNews It’s clear now that the very first time this White House was forced to confront this threat, it fumbled the response. One time may be all it took. https://t.co/P5qv6Cgafe",0
1375,1375,1375,Vitamin C can prevent coronavirus circulation.,"Pro tip- Salmonella can kill Coronavirus.
So, rub yourself with raw chicken before leaving the house.
Remember to let it sit out overnight beforehand!",0
515,515,515,Holy communion cannot be the cause of the spread of coronavirus,"I strongly believe that I eat ""kaloonji "" no #CoronaVirus can effect me 😇
Because of mercy of Allah , as my Prophet (S.A.W) said,
           ""Black seed oil to be the greatest medicine of them all"" . 
He also said "" Black Cumin heals every disease except for death """,0
176,176,176,Coronavirus is caused by 5G.,"First Coronavirus-Related Death in U.S. Confirmed, More Cases with an Unknown Origin Reported https://t.co/z6gENZx6hA",0
1939,1939,1939,Coronavirus is genetically engineered.,"@USERNAME When U.S. lawmakers said in January that there was no evidence that the new coronavirus was a biochemical weapon of the Chinese government, why didn't you say it was framed?",0
1493,1493,1493,Coronavirus is genetically engineered.,@USERNAME @USERNAME I am very interested in where/what the source of COVID-19 turns out to be. What I do know is that the State Department was responsible for the order to fly potentially exposed individuals into the country to be met by inadequately trained teams with insufficient protective gear.,0
2072,2072,2072,Coronavirus can only survive in cold temperatures.,"In the best-case scenario, spread of the virus is delayed by warm weather. The fatality and hospitalisation rates are overstated because of the prevalence of smokers and poor healthcare in China. Our hospitals are capable of quickly increasing capacity for intensive care.
13/15",1
426,426,426,Africans are more resistant to coronavirus.,"CDC says it has NO IDEA if pregnant women are more susceptible to #cornonavirus, or if they are at greater risk for 
severe illness or death.

Also no idea if an infected mother can transmit the infection to the fetus.

https://t.co/nN2OIaknDA",0
98,98,98,Coronavirus is genetically engineered.,"2/5 Due to the CPC's penchant for vanity, corruption and secrecy, the COVID-19 outbreak in the PRC is more destructive than it would have been if the CPC had focused on the welfare of its people.",0
699,699,699,Coronavirus is genetically engineered.,Coronavirus is seriously bad,0
1414,1414,1414,A person can tell if they have coronavirus or not simply by holding their breath.,"CDC says it has NO IDEA if pregnant women are more susceptible to #cornonavirus, or if they are at greater risk for 
severe illness or death.

Also no idea if an infected mother can transmit the infection to the fetus.

https://t.co/nN2OIaknDA",0
1317,1317,1317,Coronavirus is genetically engineered.,"Coronavirus has literally warped the physics of space-time.

When Americans look at Italy and Iran, they’re looking two weeks into the future.",0
168,168,168,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USERNAME I live in King County in the state of Washington. NOTHING about the threat of this pandemic is looking like a hoax to me or the rest of the people that live here. 
https://t.co/Qb19UuFuti",0
1921,1921,1921,Fennel tea cures coronavirus.,"Same sentiment in Cambridge / Boston. Standard OTC medications, hand santitizers, and face masks cleaned out of every store. Overheard conversations of #coronavirus in the city, and even in small coastal towns in Maine. People have taken notice and are worried #SARSCoV2 #CoVid19 https://t.co/2GxeNvkbRx",0
1000,1000,1000,Avocado and mint tea cures coronavirus.,"I saw Costco trending. Something about everyone being at panic for supplies for the coronavirus. I work at Costco just so you now. They said toilet paper, some food, water bottles being, and Clorox wipes being sold out",0
144,144,144,A person can tell if they have coronavirus or not simply by holding their breath.,Most people who get and spread the coronavirus are slobs who don't wash their hands or cover their mouth. So people wash your hands and stop being paranoid no one in the US has died from this disease.,0
1525,1525,1525,Coronavirus is genetically engineered.,"Corona virus epidemic is the first true test on Universal Healthcare. The need, approach, and countermeasures depends the basics that have been advocated for at primary level. These basics are our level of hygiene. The virus is here to reset that.",0
1203,1203,1203,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus is spreading through communities on the West Coast.
https://t.co/XJMtVmr5mZ",0
654,654,654,Coronavirus is caused by 5G.,Coronavirus: First case of Covid-19 confirmed in the Republic of Ireland https://t.co/qYkoEuB01d,0
964,964,964,Holy communion cannot be the cause of the spread of coronavirus,"No, of course fruit didn’t CAUSE the epidemic of metabolic disease. 

But please stop pretending fruit is the solution...",0
698,698,698,Coronavirus can only survive in cold temperatures.,How long can coronavirus live on surfaces? https://t.co/W4W8XbgOku,0
353,353,353,Holy communion cannot be the cause of the spread of coronavirus,"Our Prayer for The World 

May the Souls Lost in this world, right now ask for forgiveness before it's too late. We Rebuke #coronavirus #COVIDー19 in the Mighty Name of Jesus Christ our Lord and Savior. 

We Plead the Precious Blood Covering over Earth.

https://t.co/rv029nhwMk https://t.co/l5N6QDymYa",0
414,414,414,Holy communion cannot be the cause of the spread of coronavirus,"True peace is not the absence of problems but THE PRESENCE OF GOD IN YOUR PROBLEMS. Have a Christ-filled life ahead and be assured GOD IS WITH YOU ALWAYS. No harm will ever come upon you. Blessings.

https://t.co/llkEQZglzl

#peace #God #coronavirus #Blessings https://t.co/x9MrMHOAxQ",0
1645,1645,1645,Fennel tea cures coronavirus.,"A few things about the a Corona Virus / Convid-19. We as Americans have a higher higiene, better diet and   Lysol/Clorox.",0
259,259,259,Avocado and mint tea cures coronavirus.,Antibacterial hand sanitizers and antibiotics will not help if you have Coronavirus... wash your hands with soap&amp; water #coronavirusnigeria #COVID2019 #2019nCoV #coronavirusInkenya #coronavirusinlagos,0
821,821,821,Avocado and mint tea cures coronavirus.,"@USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/x8pUKDFZjW",0
425,425,425,Coronavirus can only survive in cold temperatures.,@USERNAME There are several corona viruses including some that only cause a cold. The current Covid 19 corona virus is a new one.,0
783,783,783,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME @USERNAME I'm losing the hope that we can fight. They have closed the entire city for more than one month and there are still cases. How is that even possible? When Wuhan had something like 800 cases they closed the city, Italy have more and isn't doing shit. Just a rant.",0
418,418,418,Avocado and mint tea cures coronavirus.,"15. Disoproxil and Dolutegravir and hepatitis C therapeutic drugs including Boceprevir and Telaprevir,"" according to Li's study.

The conclusion is in line with several reports from doctors who self-administered HIV drugs after testing positive for coronavirus,",0
