,premise,text,stance
294,fauci,"Watch Rep . Jim Jordan ( R-Ohio ) try to badger and bully Dr . Anthony Fauci at today 's House hearing on #Covid19 . ( Jordan fails to do anything except be rude , obnoxious , and uninterested in science or public health . ) HTTPURL",0
295,fauci,"Dr . #Fauci says as many as 200,000 #Americans could die from the #coronavirus - MarketWatch HTTPURL",0
296,fauci,Should Dr . Fauci and Dr . Birx be investigated for their involvement with the corona virus lockdown ? #RETWEEET #coronavirus,0
297,fauci,@USER Kamala . Where have you been ? Eating ice cream @USER ' s house ? Dr . Fauci has been available for questions just about every day at the @USER briefings on #COVID19 .,0
298,fauci,"CDC 's Redfield opening statement : Pandemic greats health crisis  in over a century .  Most powerful weapon social distancing , face covering and hand hygiene . #coronavirus #COVID19 #Fauci #Redfield @USER",0
299,fauci,@USER What date is that article ? #firefauci #COVID19,0
300,stay at home orders,Stay home #Coronavirus,0
301,stay at home orders,Stay at home guys keep safe #coronavirus,0
302,stay at home orders,Stay the fuck at home #COVID19 HTTPURL,0
303,stay at home orders,#Coronavirus Stay Safe,0
304,stay at home orders,Prayers only n staying at home #Coronavirus,0
305,stay at home orders,Staying home saves lives #StayHome #COVID19,0
306,stay at home orders,"Stay Safe , Stay at Home . #COVID-19 HTTPURL",0
307,stay at home orders,#Coronavirus be safe,0
308,stay at home orders,"Stay at home , save lives :blue_heart: #COVID19 #StayHome",0
309,stay at home orders,STAAAAYYY HOOMEEE ” #COVID19,0
310,stay at home orders,#CoronaVirusUpdate : STAY THE FUCK INSIDE,0
311,stay at home orders,#Stay_at_home #Stay_Safe #Covid-19_Is_Real HTTPURL,0
312,stay at home orders,We got this . Only five more months of stay at home to go . #coronavirus,0
313,stay at home orders,PLEASE STAY AT HOME #COVID19 HTTPURL,0
314,stay at home orders,Stay home Stay safe #Covid19 HTTPURL,0
315,stay at home orders,"Stupidity is not a disability , stay at home #lockdown #stayhome #Covid-19",0
316,stay at home orders,Stay safe everyone #Covid_19,0
317,stay at home orders,Stay at home . Stop the spread . #corona #covid_19 HTTPURL,0
318,stay at home orders,They are trying to kill us .. stay inside #Coronavirus,0
319,stay at home orders,Stay Home Stay Safe #CoronaVirus HTTPURL,0
320,stay at home orders,#Corona is not fake,0
321,stay at home orders,Stay @USER Home . #Covid 19,0
322,stay at home orders,HI AMERICANS ! STAY HOME & BE SAFE FROM #CORONAVIRUS HTTPURL,0
323,stay at home orders,They suggest : stay home : #COVID19 HTTPURL,0
324,stay at home orders,Stay home stay safe #COVID19 #IndiaLockdown #world,0
325,stay at home orders,Am home sick but at least i am not #corona sick,0
326,stay at home orders,Be safe stay safe #corona,0
327,stay at home orders,stay the fuck inside ur house #COVID19 #coronavirus #StayAtHome,0
328,stay at home orders,Stay at Home ... Orwell 's 1984.5 #COVID19 HTTPURL,0
329,stay at home orders,I wonder if people truly understand the difference between quarantine and stay at home for your safety :thinking_face: #COVID,0
330,stay at home orders,"The attorneys general for the states that have stay at home orders in effect should sue the state that do not , because they are going drag this whole thing out longer for everyone . #coronavirus",0
331,stay at home orders,I miss sports #coronavirus,0
332,stay at home orders,what 's the point of the medical field risking their lives for society if no one is listening to the stay at home order or social distancing ... #StayHome #COVID19,0
333,stay at home orders,#Coronavirus share please,0
334,stay at home orders,"Stay , still at #home the #world . #Corona #SafeAtHome",0
335,stay at home orders,There shud be a stay at home app where we can all have fun while staying at home :beaming_face_with_smiling_eyes: #COVID19,0
336,stay at home orders,Stay home stay safe ... #Covid_19 HTTPURL,0
337,stay at home orders,Be Safe from #coronavirus infection,0
338,stay at home orders,Be Safe from #coronavirus infection,0
339,stay at home orders,Be Safe from #coronavirus infection,0
340,stay at home orders,Be Safe from #coronavirus infection,0
341,stay at home orders,Be Safe from #coronavirus infection,0
342,stay at home orders,Be Safe from #coronavirus infection,0
343,stay at home orders,Be Safe from #coronavirus infection,0
344,stay at home orders,Be Safe from #coronavirus infection,0
345,stay at home orders,Be Safe from #coronavirus infection,0
346,stay at home orders,Be Safe from #coronavirus infection,0
347,stay at home orders,Be Safe from #coronavirus infection,0
348,stay at home orders,Be Safe from #coronavirus infection,0
349,stay at home orders,Be Safe from #coronavirus infection,0
350,stay at home orders,Be Safe from #coronavirus infection,0
351,stay at home orders,Be Safe from #coronavirus infection,0
352,stay at home orders,Be Safe from #coronavirus infection,0
353,stay at home orders,Be Safe from #coronavirus infection,0
354,stay at home orders,Working at a grocery store during the #coronavirus sucks,0
355,stay at home orders,#Coronavirus safety .. #Kindly #stay home #stay safe #stay clean,0
356,stay at home orders,We are not stuck at home . We are blessed to have a home . #gratitude #covid19,0
357,stay at home orders,Stay home and keep your families safe ! #coronavirus #staysafe HTTPURL,0
358,stay at home orders,Stay at home and take it slow #Corona #worldwide #trap #rnb HTTPURL,0
359,stay at home orders,You 've to stay home to save lives . #COVID19,0
360,stay at home orders,Rest at home OR Rest in peace #covid_19 #StayHomeStaySafe,0
361,stay at home orders,Stay safe . #CoronaOutbreak,0
362,stay at home orders,Let 's continue to work together to flatten the curve by staying at home ! #COVID19 HTTPURL,0
363,stay at home orders,@USER Stay at home stay safe :folded_hands: #covid19,0
364,stay at home orders,#COVID19 do you not see what is going on HTTPURL,0
365,stay at home orders,Please Stay Home Stay Safe ... #Covid19 HTTPURL,0
366,stay at home orders,#covid_19 #corona #stayhome stay home :house_with_garden: HTTPURL,0
367,stay at home orders,Second wave #Covid19 Malaysia,0
368,stay at home orders,Be smart . Wear the mask & social distance . Stay home if possible . #StayHome #COVID #coronavirus HTTPURL,0
369,stay at home orders,Do your part stay apart ! #coronavirus,0
370,stay at home orders,#Covid19 is the biggest lesson learned #stayAtHome,0
371,stay at home orders,Stay the fuck home . #StayHome #COVID19 #StayAtHomeAndStaySafe HTTPURL,0
372,stay at home orders,Stay safe - stay home - protect the nhs #COVID19 together we will beat the virus,0
373,stay at home orders,STAY INSIDE #COVIDー19 #Covid_19 HTTPURL,0
374,stay at home orders,Let 's take care of each other and help the emergency medical systems . STAY AT HOME ! ! #FlattenTheCurve #COVID19 #StayHome,0
375,stay at home orders,Do the southern states protesting the stay at home orders realize you can still go to Walmart then back home to FxCK your sister ? #shutup #covid19,0
376,stay at home orders,"Stay Home , Stay Safe . #lockdown #Covid_19 #ChinaVirus HTTPURL",0
377,stay at home orders,#Oregon Kate Brown orders official ' Stay At Home ' order #COVID-19 #coronavirus HTTPURL,0
378,stay at home orders,#COVID19 how many fatalities today,0
379,stay at home orders,"Divided we stand , United we fall ! #StayAtHome #COVID19",0
380,stay at home orders,Maybe is dumbasses stay home #Coronavirus,0
381,stay at home orders,"You 're not stuck at home , you 're safe at home . #CoronaVirusOutbreak #Covid19 #StayAtHomeOrder #Quarantine",0
382,stay at home orders,#Immigration #covid19 We are all in this together HTTPURL,0
383,stay at home orders,"Keep yourself and others safe by staying home . Remember : If you must go out , stay 6 feet apart from others and wear a face covering . #COVID19",0
384,stay at home orders,Warning all world stay home #italy #coronavirus HTTPURL,0
385,stay at home orders,To all the people rallying and protesting not following the stay at home guidelines or social distancing this is for you #StayHomeSaveLives #COVID19 #dontbestupid HTTPURL,0
386,stay at home orders,Remember to stay safe and wash your hands ! #coronavirus,0
387,stay at home orders,Stay safe out there #CoronaOutbreak HTTPURL,0
388,stay at home orders,"50,919 dead from #Covid_19 . 0 dead from staying at home . HTTPURL",0
389,stay at home orders,@USER The US needs a nationwide stay at home order . No gatherings . No flights . No dine-in restaurants . No sports . No beaches . Until #COVID19 gets under control we must all be patriots and sacrifice inconvenience for our fellow Americans . #StayAtHome,0
390,stay at home orders,#COVID19 you get out of here HTTPURL,0
391,stay at home orders,Your not stuck at home ; Your safe at home . #Quarantine #Nationallockdown #Covid_19 #StayHomeStaySafe,0
392,stay at home orders,Thank you for your service #coronavirus,0
393,stay at home orders,Who has #COVID19 cure,0
394,stay at home orders,The governor of California on Thursday issued a statewide stay at home order to combat the CCP virus . #CoronaVirusUpdate,0
395,stay at home orders,My 30th birthday has been suspended indefinitely #corona #StayAtHome,0
396,stay at home orders,#Covid_19 | Crazy times ahead,0
397,stay at home orders,everyone stay safe out there ! lets kill the #coronavirus,0
398,stay at home orders,All of these dumbasses protesting stay at home orders should n't be allowed to go to hospitals when they get sick from #COVIDー19 #COVIDIOTS #COVID,0
399,stay at home orders,"We hope that everyone is safe and healthy . If you can stay at home , then you must stay at home . Stay safe everyone ! HTTPURL #Elinz #COVID-19",0
